ID,location,temperature,air_quality_index,wind_speed,humidity,precipitation
D7BD7DBB-3D39-756E-8383-39B2FF367AD4,Cairns,34°C,30,5km/h,Yes,9mm
292CCBE2-1A64-2AA5-0130-0229FD628CD4,Melbourne,36°C,46,3km/h,No,5mm
E43565FF-7D35-4A2C-1197-AEFC31731926,Perth,34°C,7,6km/h,No,3mm
62731E6A-9764-6AF4-1EB0-C48CB5492611,Melbourne,29°C,35,5km/h,Yes,13mm
17BC003B-3AE0-6C51-9F25-903E55E03984,Cairns,31°C,11,7km/h,No,5mm
4A1C4B12-0E67-9E8C-607C-C8E7815D775C,Cairns,31°C,42,5km/h,No,7mm
D8663C0D-105D-67AD-3A13-13FFC985A684,Melbourne,29°C,59,7km/h,Yes,15mm
AECF0988-1DA1-5CD5-0812-2EE743338177,Sydney,27°C,28,3km/h,Yes,14mm
AA82CA27-42B2-8A14-49FB-E5E4786C58BB,Perth,33°C,9,4km/h,Yes,6mm
5F4D9BF0-370C-7630-8077-4910810C8E35,Melbourne,29°C,14,4km/h,Yes,14mm
632B6DEE-5BD2-0B86-28FD-EB79DA4A6E29,Darwin,29°C,26,5km/h,Yes,13mm
3B02C523-5A9A-6602-7A49-65C2802D2A43,Sydney,35°C,18,3km/h,No,3mm
0EACFF5A-228A-6FDB-49D7-65CD0450287A,Cairns,32°C,7,6km/h,Yes,9mm
716A6CD4-301A-2121-9258-535C8EBB4D28,Cairns,30°C,29,3km/h,No,9mm
CFD17623-93D7-704F-746F-872ED67200EE,Sydney,34°C,27,6km/h,No,3mm
BF81A622-66F5-8A59-3A83-0F4ED2FB0B27,Sydney,36°C,26,7km/h,No,4mm
96B01437-2FB2-1EA7-4590-283DDF332459,Perth,34°C,57,3km/h,No,3mm
5B4D7DC3-63B8-2C7D-9851-DAF17B1F2D6B,Cairns,32°C,45,3km/h,No,6mm
C5E44C20-109D-5175-1773-5E00F210389D,Darwin,35°C,12,3km/h,No,3mm
C4B01D0A-3EA5-55D3-8C87-834D45654D45,Melbourne,35°C,39,5km/h,No,4mm
EEEF5F12-A208-35E5-34A5-83B67AA67DB5,Perth,27°C,53,7km/h,Yes,13mm
28BBF4BF-209B-26CA-53E4-E558458A863F,Cairns,34°C,41,5km/h,No,5mm
A23C7E30-A5AA-6708-5C92-CD8CE30B11DB,Melbourne,34°C,26,3km/h,No,5mm
B72CCCFF-9B5F-3C56-58AF-66F68BF9253B,Melbourne,28°C,51,6km/h,Yes,14mm
52632E2E-52C6-8D81-7DC2-AB9E0A2A5867,Sydney,35°C,42,6km/h,No,4mm
648D41E6-5F09-A354-2552-4B508BE89EEC,Cairns,33°C,31,6km/h,No,8mm
C633D63D-4C2F-2377-58E8-B1CF6D599CDE,Perth,36°C,60,6km/h,No,4mm
20C200A2-1FC5-A36A-1571-45C1FF169C5D,Adelaide,31°C,37,6km/h,No,5mm
33248994-1FE3-2C2D-545F-124660906438,Sydney,34°C,31,5km/h,Yes,7mm
84A61539-9D42-7FE9-787E-D508F95C654F,Adelaide,31°C,13,3km/h,Yes,7mm
72C9F6AB-436A-24F4-43D4-8904C0262F7E,Darwin,34°C,55,5km/h,No,3mm
E8D97789-8533-7059-4D5D-54A29A85377D,Cairns,36°C,28,6km/h,No,5mm
4529AA35-2217-580A-6DA6-4685952D4DB6,Darwin,34°C,15,5km/h,No,8mm
9DE16A56-19FE-A739-82F3-25BF34804295,Melbourne,36°C,46,4km/h,No,5mm
D7A33E91-0BAA-2CBE-64F1-DD4829023300,Cairns,34°C,46,7km/h,No,4mm
9D987C3D-42A0-78C3-A276-CC6B69824BC8,Adelaide,36°C,21,5km/h,No,4mm
B7D44DA3-3702-80B3-82BF-9EF35F343CBD,Sydney,31°C,7,3km/h,Yes,7mm
66F45C52-5112-7AC9-88D6-6AF3075E69C5,Cairns,35°C,29,4km/h,No,3mm
4AC0132B-61C4-91DD-24F5-1473817716AD,Perth,35°C,28,5km/h,No,4mm
4FC54C34-7436-91B1-9049-9E331B648D9D,Sydney,27°C,6,6km/h,Yes,15mm
0A2052D8-3F04-9BDC-7F5C-4BCA8D4B76CF,Perth,29°C,20,4km/h,Yes,10mm
04C0AA4D-1DE7-4E7C-39C7-5785EE9F9E4E,Perth,36°C,36,4km/h,No,3mm
51054B44-81B2-8D26-8E26-23E2F521490D,Melbourne,29°C,60,5km/h,Yes,14mm
0FF26D2F-987C-A679-57EC-D4CB381E345E,Darwin,31°C,58,6km/h,No,5mm
A37E3544-8835-7B55-17E5-4E94566084B6,Darwin,32°C,13,4km/h,No,7mm
5AF6A826-9DF4-001C-3C0F-BAFEF5506ECA,Adelaide,28°C,50,3km/h,Yes,13mm
1D112DA3-6E1F-9E7F-0154-AAFD3AE63221,Melbourne,28°C,22,6km/h,Yes,14mm
3D514DA1-4FF2-0208-2F20-E2C11F141535,Darwin,36°C,48,6km/h,No,4mm
02FE51AE-7222-031C-83E3-06951F8002E3,Adelaide,33°C,9,7km/h,No,8mm
896872B5-5818-8511-A561-598D973C3F4B,Darwin,27°C,30,7km/h,Yes,10mm
C1396ABF-971E-A542-71A2-C157DC7E4022,Adelaide,32°C,9,4km/h,Yes,9mm
349497C6-9ACD-3E23-2FDC-2EEB7474A22B,Sydney,35°C,56,3km/h,No,3mm
64050A03-6702-46B3-0D72-CF3B9B5B4CFB,Sydney,34°C,34,4km/h,No,5mm
7F7A6DC5-907D-4C41-21D8-34C279242DE0,Sydney,28°C,13,4km/h,Yes,15mm
418E5638-299C-010F-81A0-511831921CEE,Sydney,27°C,48,7km/h,Yes,10mm
BB0F7BAA-9326-3316-86C9-C0C408165C53,Adelaide,35°C,14,7km/h,No,3mm
2984286C-16EB-102A-26B9-92AD85C56E46,Darwin,30°C,55,6km/h,Yes,13mm
11C87A42-470D-7734-2604-996B68A62FDC,Perth,28°C,37,4km/h,Yes,12mm
5C2F9EBE-2D5F-583C-6632-4B37400C1C1B,Adelaide,27°C,10,6km/h,Yes,15mm
B032584A-1723-83C7-297C-9B02FEC07057,Sydney,34°C,55,3km/h,No,5mm
8C08678E-8930-92EC-1D40-2F27E4EA6FF5,Melbourne,36°C,55,7km/h,No,5mm
13A7CCAA-0304-82B6-87AE-D8CF64EFA011,Melbourne,27°C,16,7km/h,Yes,11mm
B4B23EDD-4CEC-31C0-43F7-D4A215BB6B13,Perth,29°C,8,3km/h,Yes,12mm
37724C2D-408B-26B0-5503-D3B13546A041,Darwin,34°C,12,4km/h,No,5mm
67530900-7043-4C5D-961C-B8B232DF4E20,Adelaide,30°C,19,7km/h,Yes,7mm
523AF800-9A5C-7010-2583-9B814EF45EE7,Sydney,28°C,22,6km/h,Yes,15mm
91C808ED-370B-4B26-79EB-E7231FF92EE9,Adelaide,30°C,53,7km/h,Yes,8mm
B88923B1-310E-11F2-8E82-D9D7483A72A9,Melbourne,36°C,14,3km/h,No,5mm
1F9F3064-553E-4E8C-7CF2-02ECAD1D93A9,Darwin,28°C,38,3km/h,Yes,10mm
73449D4D-0AEA-4DDB-99EE-0574D4DC4F0F,Darwin,28°C,37,7km/h,Yes,12mm
54909DCE-54E6-474D-98E9-B6BEC3FD7BCE,Perth,34°C,54,4km/h,No,8mm
BEFBEBFD-8914-6CDB-6A1B-704E225C39BD,Cairns,32°C,14,3km/h,Yes,6mm
727FBA5A-66BD-12B0-43B7-EC6A9CA513D2,Cairns,35°C,14,5km/h,No,3mm
67F516B0-8D78-237C-4BB7-56BB560A04F6,Cairns,29°C,50,3km/h,Yes,10mm
B92707C0-6EBF-8E5F-36F7-D7C6AEAE9BB4,Darwin,35°C,53,7km/h,No,5mm
6BA32185-9676-9FEC-3BA3-9E63A65938F7,Adelaide,34°C,7,7km/h,No,3mm
D9F9FA39-47AD-4619-6273-FA8849AB1FD9,Adelaide,33°C,26,3km/h,No,8mm
8BFFF70B-6714-07F0-A695-8669A4F51623,Darwin,27°C,14,6km/h,Yes,15mm
83693731-3C9C-A4CF-2D7D-D3D969266A56,Melbourne,31°C,23,3km/h,Yes,5mm
E6208B39-22A2-429E-A33E-A1D3E3D9A56D,Adelaide,27°C,43,5km/h,Yes,12mm
2711A616-6680-66B0-4D8E-E730E3FD3DA2,Melbourne,30°C,10,7km/h,Yes,15mm
EAC58C54-96EB-2770-3D84-4894CAE029F8,Perth,31°C,7,7km/h,Yes,6mm
927AC8D2-67A4-7826-A42C-C35E9F992496,Perth,32°C,25,4km/h,No,5mm
BE7DBCC8-2AC3-6F09-A00E-0B37B7DE0AE5,Darwin,35°C,34,6km/h,No,5mm
C0DB9F60-87DA-7F85-0711-B4729AEF8856,Darwin,36°C,14,4km/h,No,3mm
AB0615C4-2406-1EBF-1D72-00566C071BFB,Darwin,35°C,24,4km/h,No,3mm
DE344080-3D13-49DC-2EE6-4B7F9DCA8EE6,Sydney,32°C,12,5km/h,Yes,9mm
9C37AB73-7DE3-1BAA-54BF-7FC20DCEA39A,Darwin,36°C,11,4km/h,No,5mm
4011CE89-73F9-3C06-2CF6-6AE30BDC7BF0,Darwin,35°C,15,5km/h,No,3mm
90E2621B-28C9-63C7-996B-4EAA5E8C4E57,Cairns,34°C,7,6km/h,No,4mm
B17B1DCC-13C8-77B5-2F9F-E76CD7A88F49,Sydney,27°C,14,7km/h,Yes,14mm
2D6B0923-138E-3962-6194-962CD00F752C,Melbourne,34°C,27,4km/h,No,5mm
C3A8D23A-03C2-3FCC-2FEC-71BFA3BC0010,Perth,32°C,22,3km/h,Yes,9mm
75353597-985E-9CB2-2E34-DC5977F531EA,Cairns,35°C,15,3km/h,No,3mm
387F3D3B-587D-605C-96E6-BA2350AF01EB,Adelaide,30°C,19,4km/h,No,8mm
BF653ABB-6C95-978D-7C2D-06B48A9176BA,Cairns,32°C,42,3km/h,No,7mm
9F7AD54B-08F7-0653-0702-A5FF26ED1F50,Perth,36°C,53,4km/h,No,4mm
08A09413-18D5-3F67-1517-70D2CD5F9344,Adelaide,35°C,38,6km/h,No,5mm
DBA5BD1C-1CDF-4118-32DF-440CBB5B405D,Darwin,31°C,17,5km/h,No,8mm
68743C9D-47A0-3F8D-3F58-1DFBF1F716F1,Darwin,36°C,13,5km/h,No,5mm
1AB620F6-2EB5-56E2-989A-EDAE86DB887B,Darwin,34°C,20,7km/h,Yes,7mm
5CC1D08C-9F08-921E-3299-993F26C9A25E,Melbourne,27°C,46,5km/h,Yes,10mm
7253C886-314D-748C-0D56-F03D724546B8,Cairns,36°C,46,7km/h,No,3mm
2D295B65-2850-9C7B-989B-B45F1E0504B8,Cairns,33°C,54,5km/h,Yes,9mm
96F8C004-4615-2748-26D4-02CD2AF25210,Melbourne,29°C,37,5km/h,Yes,13mm
BE0607FF-114E-A443-43EA-3C436BC322A2,Darwin,34°C,6,5km/h,No,5mm
28C35CA9-6B36-90FB-0F82-49E484B59EF5,Melbourne,35°C,22,4km/h,No,4mm
AF724A3B-61C1-8B9A-01B5-7741165D9804,Sydney,30°C,54,3km/h,Yes,10mm
E8D62C95-287D-6E94-43CC-BC53FA056303,Darwin,34°C,21,7km/h,No,5mm
6E26E991-A287-A1A2-7DAC-18549CCD3FC7,Darwin,27°C,32,4km/h,Yes,11mm
A8C46B6B-72E0-4D77-1058-C920993557B5,Adelaide,35°C,34,6km/h,No,4mm
26371572-81FB-3D9E-84A4-72FBFA939B66,Adelaide,27°C,60,6km/h,Yes,11mm
53787313-53F9-95FC-746B-C841E0A266D2,Sydney,31°C,18,7km/h,No,5mm
AB760AC1-9E81-8D72-39E5-1630DBE83CD9,Darwin,27°C,32,3km/h,Yes,11mm
B2B6A66E-9387-755D-0748-5BC580EB3555,Adelaide,28°C,55,5km/h,Yes,11mm
D7DA918B-477E-503B-4A65-5FDCF3A1A45A,Sydney,31°C,55,6km/h,Yes,9mm
0EB22DDC-17DB-4D19-4BA3-97BFA87D9A9C,Darwin,33°C,15,3km/h,No,5mm
7243BF33-2FFC-8F13-280C-8B7D4B7A1697,Sydney,27°C,14,5km/h,Yes,14mm
2AA2EFCD-892D-2682-7EB5-29A146B7A69E,Darwin,32°C,28,3km/h,No,7mm
FF9E52BD-28CB-0F12-21CD-1CA3AED80719,Cairns,27°C,59,6km/h,Yes,10mm
7E4AA5A0-64CB-7A41-49D5-13FCDE5D2848,Sydney,34°C,55,3km/h,No,5mm
880D2052-3754-4A90-0B71-36EF3A120FE6,Cairns,35°C,15,7km/h,No,5mm
1EB9C20B-04A7-8C43-1E75-F08AB961776F,Melbourne,32°C,14,3km/h,Yes,6mm
C9B5CF5F-A072-01EA-3212-20471DD4330C,Perth,33°C,46,3km/h,No,6mm
8743EFC0-8DB9-3422-30B8-162D352C956B,Perth,36°C,22,3km/h,No,3mm
6492EC31-87A2-905D-A1B1-0BBB4CBC6FBF,Adelaide,32°C,25,6km/h,Yes,6mm
E106F5EF-625C-126A-7489-2DA58BF59259,Darwin,36°C,21,7km/h,No,4mm
67F29CB8-8368-38E6-2CB4-D113C8F33FBB,Darwin,35°C,12,7km/h,No,5mm
F3429919-5DF9-4071-82D1-C408DDA67075,Cairns,29°C,60,5km/h,Yes,15mm
98D67AD9-8AFD-4411-7655-D7169389A368,Adelaide,31°C,45,7km/h,No,9mm
B4702C61-3800-61A8-3D18-6F7580C71C3D,Adelaide,30°C,13,4km/h,Yes,7mm
EAE1310E-429F-34ED-2A47-DCC986D89DDB,Perth,34°C,55,3km/h,No,5mm
F66BDE4A-A0CC-91A0-A72A-E782F98575C5,Perth,30°C,38,3km/h,Yes,11mm
1A95848E-6223-400C-5FCB-0BA7619C053A,Perth,34°C,44,7km/h,Yes,8mm
E38E610B-86E7-A5F8-45CE-97FB96451E48,Adelaide,29°C,29,7km/h,Yes,10mm
8CC7E89A-1C82-8A33-5E4A-80D8F8D768A1,Sydney,30°C,50,6km/h,Yes,13mm
B7B0D850-6EB1-7F4F-3A23-DF2C93AB95B4,Cairns,34°C,60,4km/h,Yes,9mm
4A879B2C-638F-04FA-1E89-71EB52A1201A,Adelaide,36°C,12,7km/h,No,4mm
B58ED8C8-4B75-11A7-0D9A-887B867E0B0D,Melbourne,33°C,25,6km/h,No,7mm
CDCAA6D6-0CF6-1ACD-13E4-7950846C1760,Sydney,33°C,11,4km/h,Yes,9mm
002D8C1D-72AF-730F-8812-7BD7F8DA0CD1,Adelaide,28°C,20,7km/h,Yes,10mm
6ECFC95C-905F-86EE-2EF1-B83FF74693C2,Cairns,34°C,15,6km/h,No,3mm
61E078C1-28F2-3441-6DA9-2425E414223D,Sydney,30°C,43,6km/h,No,7mm
66928DB3-0F59-1844-68F7-CEB0FCFE6C81,Perth,30°C,21,7km/h,Yes,12mm
87E008C8-6402-9E55-7F2F-5B6CA0910C9E,Perth,36°C,54,6km/h,No,5mm
BB7C0216-46E7-2C8D-6AC9-A53D3A6E802A,Darwin,33°C,17,5km/h,No,7mm
2E496246-54F8-70C9-05AE-D0C3BE679FB4,Cairns,34°C,12,7km/h,No,4mm
ACFC5C08-18F8-4A93-2D10-ADDB7CB91BC1,Cairns,35°C,22,3km/h,No,4mm
E7029A9C-6C3F-8083-04DF-1B4619CA74EE,Sydney,34°C,13,7km/h,No,8mm
AE5BAC8C-5316-3715-46D9-098A0A213D42,Adelaide,34°C,6,5km/h,No,4mm
A2B4E354-1F56-674E-9615-20B389C7524C,Adelaide,35°C,12,6km/h,No,5mm
63C5B502-1172-508B-0712-0ED9A3C02C72,Cairns,33°C,27,6km/h,Yes,7mm
0CCEF294-2900-9BFD-7585-BF96A13F4095,Adelaide,34°C,45,6km/h,No,4mm
96020ACD-939F-859C-2BDE-29EC6EE54C2A,Melbourne,34°C,45,4km/h,No,5mm
9A5277E8-21B7-73B7-38AE-497390A64308,Melbourne,31°C,16,3km/h,Yes,5mm
7C478E2F-4B1C-A26A-4178-4BB8F14605DE,Cairns,27°C,14,5km/h,Yes,10mm
881DE266-3ADD-9643-90EB-1AB7967A6521,Melbourne,27°C,57,3km/h,Yes,11mm
18391335-5C8E-7CEA-44C5-4503A6003AD8,Cairns,30°C,36,5km/h,No,9mm
1E1DE202-1077-6597-9467-FC644CB54907,Perth,34°C,56,7km/h,No,4mm
A273B29A-3275-1EAF-598B-50B223474690,Sydney,32°C,13,5km/h,No,5mm
934396A6-34AA-3FDA-6358-1214881A94B8,Darwin,34°C,36,7km/h,No,5mm
FCDB46AF-92C9-20C1-604E-5CC601559755,Melbourne,30°C,13,3km/h,Yes,11mm
B2AAE7DC-2763-6118-1A9E-F608170A40A9,Darwin,34°C,46,5km/h,No,5mm
F7025CA3-3B46-58F0-8153-D94607E696B6,Melbourne,34°C,7,4km/h,No,5mm
33856BA1-5225-70E4-95FA-B1B1D51064AA,Adelaide,36°C,12,7km/h,No,5mm
E249B8DC-2730-794A-2991-2404EDE00B9F,Melbourne,30°C,22,4km/h,Yes,8mm
FC21943B-45C1-2228-3307-CDCB4C436BFA,Melbourne,27°C,54,3km/h,Yes,11mm
C6E0F666-06C7-7E46-A46D-269EA9400CBD,Melbourne,35°C,36,4km/h,No,5mm
7A5CC89A-5E73-6247-27C5-03D9B74F2102,Adelaide,35°C,58,3km/h,No,4mm
19FC5F95-4B5D-98E8-7C61-80BB9E499E2C,Adelaide,35°C,52,7km/h,No,5mm
D818299B-1DB7-3DCD-0267-C42323E55328,Cairns,29°C,25,3km/h,Yes,14mm
C3FE0623-3D13-3EE2-6E1D-D35BE9FE70B4,Cairns,34°C,9,3km/h,No,3mm
47B23668-70EC-57E6-8095-A1C3995410A9,Adelaide,28°C,44,5km/h,Yes,13mm
C33B8BCB-A107-56E2-36FB-B89CA18E3E9B,Perth,34°C,36,5km/h,No,3mm
49CE2090-8484-A4C7-A35C-96BF7925188B,Sydney,28°C,34,5km/h,Yes,10mm
9523DAF0-7DE8-7ECA-7680-770ECB682452,Melbourne,36°C,44,7km/h,No,5mm
DD42101E-2081-8F92-85CD-1408C6420E98,Darwin,34°C,49,6km/h,No,3mm
5B71D53B-1D9E-8F86-45DF-98F674EB3F63,Sydney,34°C,49,6km/h,No,4mm
EC83F300-23A9-7FA9-2A8D-DC72C50105C1,Melbourne,31°C,11,4km/h,Yes,9mm
BE1CECC8-1669-1F17-5ED2-8AA8CCD96D1C,Adelaide,34°C,12,6km/h,No,5mm
D2D0B184-64F4-9026-5368-EDE67BFC38CF,Darwin,32°C,53,3km/h,Yes,8mm
9DA1F87B-5DFB-2044-4644-414CCB8213C8,Melbourne,28°C,39,7km/h,Yes,15mm
EBED7206-8247-A7AE-0232-816577D34F03,Cairns,33°C,22,5km/h,Yes,9mm
3F69CC54-9996-5117-2A76-C89506B2264D,Sydney,27°C,25,4km/h,Yes,14mm
21B1FA2E-9AFE-9AD8-33B1-4A5F41FC5CA0,Perth,33°C,30,6km/h,No,6mm
3FE03778-2CEB-6F02-7C18-D66BE26258F3,Adelaide,32°C,6,7km/h,Yes,8mm
5DA58394-5A1B-333D-A04A-2B8EE8C6693C,Cairns,30°C,45,5km/h,Yes,14mm
127BB333-601C-88E5-2C1A-BA31BC7F6E11,Adelaide,30°C,28,7km/h,No,9mm
81E38A2D-2685-5149-9502-AB5750205519,Adelaide,35°C,27,7km/h,No,3mm
5D4D0A8B-2F81-2350-2A28-7A0BD5247B0F,Darwin,36°C,37,4km/h,No,5mm
CB528A51-4108-4C40-890D-DC14AD140B3E,Adelaide,29°C,44,5km/h,Yes,10mm
C2A57D2B-10AE-2B70-8A73-7432DCA11A1E,Melbourne,35°C,18,7km/h,No,5mm
8DCB36DF-607C-581D-6279-B3CA85474FE2,Darwin,28°C,32,6km/h,Yes,14mm
52F9CB3D-6757-8F13-39DB-714EA1304DB8,Adelaide,36°C,8,7km/h,No,4mm
D52C725B-8036-8FF7-1130-EF92AB810EFC,Sydney,31°C,45,6km/h,No,9mm
059A8D29-4611-73F0-7780-3EDD0B4C4FED,Adelaide,34°C,58,3km/h,No,3mm
52D78991-57B0-6301-0002-1AA0B5DF7BEF,Cairns,31°C,18,5km/h,Yes,5mm
67FEE7C3-1F46-7881-A0AC-1212FE4A6C24,Perth,34°C,34,6km/h,No,8mm
75CD5D88-2275-8ACB-70C2-8F50026F16AD,Sydney,29°C,7,6km/h,Yes,12mm
FB971FD0-5480-84AC-6005-C04FF06D4740,Sydney,30°C,15,5km/h,Yes,12mm
3644CF79-A129-8F48-3617-DB6311492317,Adelaide,28°C,44,7km/h,Yes,11mm
BCB8C305-4B53-9F4A-8E56-37555353969F,Darwin,29°C,33,5km/h,Yes,14mm
C3BA9199-5415-7439-4F8D-1A88A0E772F7,Darwin,36°C,40,5km/h,No,5mm
A9EC7F8F-413C-6F44-89FB-9FFFF04A2128,Darwin,29°C,52,6km/h,Yes,15mm
A002E383-18C5-8649-1751-451A456A80A5,Cairns,30°C,28,6km/h,No,6mm
FE13A0E6-2C4A-0ECD-7B2F-CB46FFB968EC,Cairns,36°C,28,5km/h,No,3mm
2F3C6D4D-747E-2FFE-432B-083BF7FF9D6E,Perth,34°C,24,5km/h,No,6mm
9DFDC4F2-0AA1-A308-9D23-22CCA4584CB4,Cairns,32°C,31,5km/h,No,8mm
E9A93309-7C64-8E7E-81DE-3B71E6E169C0,Sydney,27°C,26,4km/h,Yes,11mm
E43D02BC-1EB0-288E-7735-208F35176CA1,Cairns,36°C,58,6km/h,No,4mm
E9B50BF6-6AD7-0791-240E-D62966525E4E,Adelaide,36°C,32,4km/h,No,4mm
53BF5A62-3658-793B-017C-9C0D51F78AC3,Perth,36°C,9,4km/h,No,5mm
EF8DE0BE-575B-0615-58CB-F21C19177EBF,Adelaide,35°C,57,4km/h,No,3mm
CFE0CE1F-A0D4-2CB9-6DFF-3E8EF5A854A8,Melbourne,34°C,6,3km/h,Yes,5mm
2FA3FCA9-6380-5FBD-1B4A-FC693E5257D1,Perth,34°C,19,4km/h,No,3mm
BBBACED7-6843-194E-1072-6177ED8152A1,Darwin,34°C,33,6km/h,Yes,7mm
ABA6FC73-0971-5BC3-170A-A9AB70B015A1,Cairns,32°C,57,5km/h,Yes,9mm
7C963C71-36E3-5954-2E15-F3ADBF0B6315,Adelaide,28°C,56,5km/h,Yes,15mm
A6CF80F0-5BD2-774F-5FCE-397A4D447179,Adelaide,35°C,10,3km/h,No,5mm
0C16E578-8563-5F96-87C9-C61CFFC00C43,Darwin,30°C,11,6km/h,Yes,12mm
90D6B8BB-7449-A132-832D-C9E9F44A87A0,Cairns,34°C,15,4km/h,No,4mm
A4492A08-14CB-51C5-2F94-9ED54AC8147D,Melbourne,30°C,23,6km/h,Yes,11mm
1D8051AF-4014-89DD-A314-4D465A2902FA,Perth,29°C,55,4km/h,Yes,11mm
6340992A-8230-2197-4594-4E8154B265A2,Perth,34°C,14,4km/h,Yes,5mm
B3351E93-8361-3DF8-0059-C1AFEA4145C9,Melbourne,29°C,55,6km/h,Yes,13mm
4BB7C18E-66E0-9F27-59F4-1D3C7EA29704,Adelaide,28°C,54,3km/h,Yes,13mm
F908A72F-A3C0-2480-7B90-0AA1BF9942D9,Cairns,36°C,34,5km/h,No,4mm
8D859642-5902-4A63-899A-0402F04F60C9,Melbourne,31°C,37,7km/h,Yes,8mm
43490462-0AC7-7830-565B-F4879437386C,Darwin,33°C,11,7km/h,Yes,6mm
02F17F2C-A093-59B0-2D1C-338869B755E9,Sydney,29°C,42,7km/h,Yes,10mm
23DCF8D7-2F64-1633-0F35-D7E990D831FC,Sydney,27°C,56,3km/h,Yes,12mm
1C7D797D-3F6B-9A66-9BFC-B9DB46D01B81,Perth,35°C,16,4km/h,No,3mm
CC42B0B4-9720-8D03-8BE8-AE21E6F06C05,Sydney,35°C,19,4km/h,No,5mm
AA49E7FD-57FE-934D-8B21-D105FFB3A21D,Cairns,27°C,11,7km/h,Yes,15mm
AE98E208-98A7-75CF-79BC-A29C70892467,Melbourne,36°C,6,5km/h,No,4mm
1DBE3C34-994C-7BF4-7428-353F370D451E,Darwin,27°C,58,7km/h,Yes,10mm
159F8D1C-59B0-11AA-1FA1-C391C76A4011,Sydney,30°C,55,5km/h,Yes,15mm
F373F2C5-7C90-1A15-A4C7-122FBB1C6DE8,Perth,34°C,38,5km/h,No,5mm
AF9F1A73-4A2B-281F-94F7-47D179201470,Darwin,28°C,41,6km/h,Yes,11mm
1FF7CFF6-7FC6-50AC-90BF-E027A8802E19,Perth,36°C,20,5km/h,No,5mm
3487533A-6432-82BC-04B9-B47E395C39DD,Melbourne,36°C,10,5km/h,No,5mm
49B0279C-8318-84B4-8496-3D72F6DF3AE8,Perth,32°C,7,6km/h,No,7mm
B8391B05-34B5-429D-2200-740FE6CE3545,Sydney,36°C,48,4km/h,No,5mm
9C97A4ED-8797-4B26-764D-3FE4B6BD45FE,Darwin,36°C,39,5km/h,No,5mm
4DA9D7A5-9527-1856-4894-96A301A526CB,Adelaide,30°C,55,4km/h,No,8mm
BE9B084D-3F8C-5E50-488C-FBF6D019576F,Adelaide,32°C,19,3km/h,Yes,6mm
3300F047-22E7-8F64-4FE9-FDF4499C5D03,Perth,30°C,34,4km/h,Yes,9mm
EB0BB6CA-32BF-4785-1157-913ED51E7236,Melbourne,34°C,22,3km/h,No,5mm
DD611D01-9996-2AC3-5B53-5A31F7EC598B,Darwin,34°C,56,4km/h,No,5mm
E3FDA0EB-88F3-2E93-7462-39D947619FE9,Sydney,27°C,36,3km/h,Yes,12mm
90CA0F6D-A252-2CEB-7D3B-A3EE22C33DC8,Darwin,34°C,49,5km/h,No,4mm
18371461-95C9-63DF-3DCC-F2BE42DF75EB,Perth,33°C,22,7km/h,No,9mm
7C8EE9E6-1B49-7D6D-8F2F-924A5C43934C,Cairns,27°C,8,6km/h,Yes,13mm
5D3C53AF-5EDB-9848-20CB-A5B37F7641CB,Melbourne,32°C,46,5km/h,No,6mm
863B996F-0A03-34C2-0FC6-25A3D96A4718,Darwin,28°C,14,3km/h,Yes,15mm
E526D2EA-1A29-6316-A75F-E368F1669442,Darwin,31°C,7,5km/h,No,8mm
44C77F6A-A6F0-7B32-169B-28B92FB66D74,Melbourne,29°C,59,3km/h,Yes,12mm
85A6D6A3-4801-00E5-A0D3-8D9BE3C20396,Perth,33°C,30,5km/h,No,9mm
AC8413F2-8D02-1239-73A2-C287715C311A,Perth,35°C,21,6km/h,No,4mm
8B322AC4-387B-2F61-65D8-01F3E4E357BB,Darwin,35°C,14,5km/h,No,4mm
DB996FC8-4B7B-9E86-4A60-5463AE620524,Adelaide,29°C,9,5km/h,Yes,12mm
735A7907-6414-8300-6EEA-99CF7B256E71,Cairns,28°C,21,3km/h,Yes,11mm
E7A7E707-7E01-8D2A-215E-B7F793010740,Sydney,30°C,26,6km/h,Yes,6mm
07110792-0776-8E2E-42D6-6FCFC3458617,Cairns,35°C,47,3km/h,No,4mm
6956ACE1-416C-40F9-476B-9D7BECBC5168,Melbourne,33°C,36,4km/h,No,7mm
D945FD75-9480-A5FA-6B3C-19DAD0DF0216,Sydney,36°C,53,4km/h,No,5mm
B54568B9-765D-31A7-5878-6AE6DAFD8848,Darwin,28°C,34,7km/h,Yes,11mm
44972CA9-16F9-A1CA-5B5D-DD37AFE72E26,Adelaide,34°C,44,3km/h,No,4mm
E5752730-6E55-24B6-7143-548F041AA47B,Melbourne,29°C,44,3km/h,Yes,10mm
4177BCDB-A359-9ECF-50C7-EBF634D6561D,Sydney,34°C,48,6km/h,No,4mm
64A4DE0B-7EF5-283E-3878-330428CA8444,Adelaide,34°C,42,7km/h,No,5mm
02226848-65A1-35D4-17A8-EF693DC5705F,Sydney,30°C,52,4km/h,No,5mm
2121C359-3AA6-6587-0643-28FDD87C2226,Sydney,27°C,10,3km/h,Yes,13mm
C4E03F7B-0B4E-2654-2DB6-43CB697240CB,Darwin,35°C,27,4km/h,No,5mm
0B0634BB-87EC-8DD4-5290-DC2CCC096F1D,Adelaide,28°C,20,6km/h,Yes,11mm
